route_id,service_id,trip_short_name,trip_headsign,route_short_name,direction_id,block_id,shape_id,wheelchair_accessible,trip_bikes_allowed,trip_id
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367651
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367652
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367653
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367654
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367655
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367656
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367657
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367658
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367659
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367660
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367661
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367662
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367663
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367664
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367665
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367666
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367667
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367668
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367669
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367670
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367671
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367672
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367673
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367674
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367675
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367676
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367677
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367678
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367679
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367680
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367681
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367682
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367683
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367684
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367685
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367686
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367687
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367688
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367689
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367690
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367691
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367692
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367693
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367694
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367695
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367696
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367697
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367698
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367699
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367700
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367701
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849744,20098504,0,0,11367702
100340,SATURDAY,LOCAL,DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION,,1,2849743,20098504,0,0,11367703
